image,source_document,page,source_type,width,height,orientation_angle,orientation_confidence,orientation_applied,perspective_confidence,perspective_corrected,crop_applied,blur_score,brightness,contrast,skew_angle,skew_confidence,deskew_applied,contrast_enhanced,quality_status,quality_flags,sha256,content_ratio,duplicate_group,audit_status,audit_flags,include_in_training
images/3977326714-fbvjbpxa0uqxtdv382rpri7w8eoi__p004.png,3977326714_fbvjbpxa0uqxtdv382rpri7w8eoi.pdf,4,pdf,1653,2339,0,0.928,no,0.000,no,no,5323.325,240.162,44.023,-0.000,0.865,no,no,accepted,,26a95e1679506dce5a1db22f5933a9405b158f80584b12b25bf108f255f27d95,0.096428,dup_008,review,exact_duplicate,yes
images/3977326727-s5dtka9ggda6pkil97b1pa4oynkp__p001.png,3977326727_s5dtka9ggda6pkil97b1pa4oynkp.pdf,1,pdf,1654,2339,0,0.913,no,0.000,no,no,2975.559,249.950,26.729,0.750,0.509,no,no,review,skew_uncertain,53de3d380c0e81107c8059a8419642de5387579fe5a38827ca9cb90bc865024c,0.031134,,review,,yes
images/3985017097-78kone0exerzt24ddx80ryoeh2z3__p001.png,3985017097_78kone0exerzt24ddx80ryoeh2z3.pdf,1,pdf,1654,2339,0,0.927,no,0.000,no,no,4598.301,247.056,35.289,-0.000,0.700,no,no,accepted,,dcdf76e20ce846421af9897fc0641b059639a1bc16b5b0befadb63f68b81de34,0.043682,,keep,,yes
images/4-1-invoice-38__p001.png,4-1  invoice (38).pdf,1,pdf,1654,2339,0,0.896,no,0.000,no,no,2954.179,246.216,32.868,-0.000,0.775,no,no,accepted,,3bd8932277df756a933ed0d2f149f891d8992d99a0efb5c4ce90a069dadefe85,0.104875,,keep,,yes
images/4-1-invoice-38__p002.png,4-1  invoice (38).pdf,2,pdf,1654,2339,0,0.256,no,0.000,no,no,491.192,251.217,24.945,-0.250,0.490,no,no,review,overexposed,583869124e191233af671582bcdb058eecbef2385a46cd768f2f1ff1ad3ed9e4,0.024194,,review,,yes
images/4-6-2026-07-23-16-49-1__p001.png,4-6 2026-07-23 16-49_1.pdf,1,pdf,1654,2304,0,0.922,no,0.000,no,no,2768.497,237.546,49.863,-3.000,0.524,no,no,review,skew_uncertain,f23d82e202f46f4b44bf1aa14e77f46df7427c9579fdd95d3dee34c19397f273,0.117596,,review,,yes
images/4007446462-0hn52mlws9gw6697n2umt92sgbtb__p001.png,4007446462_0hn52mlws9gw6697n2umt92sgbtb.pdf,1,pdf,1654,2339,0,0.926,no,0.000,no,no,4836.291,245.786,35.254,-0.000,0.797,no,no,accepted,,424d43acb03f6ddd1c659ee9117855ac6776d663ea77b3eebf3e9168d6b37b0d,0.058791,,keep,,yes
images/4007446463-iv3nyav2niskbsrtw7j57hjqc1b5__p001.png,4007446463_iv3nyav2niskbsrtw7j57hjqc1b5.pdf,1,pdf,1654,2339,0,0.926,no,0.000,no,no,4899.881,245.699,35.397,-0.000,0.805,no,no,accepted,,eb0cb05fca5bd1358360d4f985fb8e4c7c412babc2112e586743097b0c713393,0.059381,,keep,,yes
images/4007446464-bvwhbnbx9io9slg76c8k1j77bxcl__p001.png,4007446464_bvwhbnbx9io9slg76c8k1j77bxcl.pdf,1,pdf,1654,2339,0,0.926,no,0.000,no,no,4263.271,246.601,34.359,-0.000,0.753,no,no,accepted,,43cbc412193b6ee6c172865e2ef845aa3fe30d26ad3961eda0204dedff424075,0.052664,,keep,,yes
images/4019371399-ekfnet7mjszo4yyylnp55l9j1uyg__p001.png,4019371399_ekfnet7mjszo4yyylnp55l9j1uyg.pdf,1,pdf,1654,2339,0,0.916,no,0.000,no,no,4214.874,232.106,56.954,-0.000,0.693,no,no,accepted,,8111c49f1ac7f8a45e3273cac19b0103e607cb8aa56f3304accbec2e4f03f6a9,0.218242,,keep,,yes
images/4052190329-q6pns3ruktz9d1ez02dm6gx5sts4.png,4052190329_q6pns3ruktz9d1ez02dm6gx5sts4.jpeg,1,image,1393,1694,0,0.914,no,1.000,yes,yes,605.217,247.057,25.504,-0.000,0.711,no,no,corrected,perspective_corrected;cropped,3f9f70cf74031e3f84e901b171bcd055433bf8baf5d2cc87ab42c102a9e84fa8,0.123664,,keep,,yes
images/4052190381-i88ijzp36glaulk4jx7qa16u68z2.png,4052190381_i88ijzp36glaulk4jx7qa16u68z2.jpeg,1,image,1440,2017,0,0.925,no,0.000,no,no,918.139,244.851,30.641,-0.000,0.730,no,no,accepted,,1e34d70f3f6c70ce813cf8bddf594b25352ba6e16b62923da8890fb40c3f448c,0.119164,,keep,,yes
images/4103800084-xf6ixwcqqgevm364ub8ko23so518__p001.png,4103800084_xf6ixwcqqgevm364ub8ko23so518.pdf,1,pdf,1654,2339,0,0.921,no,0.000,no,no,4237.019,246.840,32.926,-0.000,0.760,no,no,accepted,,fbdf8c22f4e7b6974cc27a97f89de5be402435073a98134ea3bc44f3e035a354,0.051836,,keep,,yes
images/4103800084-xf6ixwcqqgevm364ub8ko23so518__p002.png,4103800084_xf6ixwcqqgevm364ub8ko23so518.pdf,2,pdf,1654,2339,0,0.918,no,0.000,no,no,1793.328,251.801,19.953,-0.250,0.546,no,yes,review,contrast_enhanced;overexposed,fea26acb2f31589719a42cb68945f99f1ac099fcc7fe77cc5e8d7c9eb899ebd3,0.022068,,review,,yes
images/4103800085-iexrdfj4uv52qm380bhpjvey17af__p001.png,4103800085_iexrdfj4uv52qm380bhpjvey17af.pdf,1,pdf,1654,2338,0,0.920,no,0.000,no,no,3789.018,242.417,33.411,-0.000,0.726,no,no,accepted,,9e87170f5cc621d5f4ffb486c0dfa83d6983b8c4aef823db9cf41d85afbb9281,0.147588,,keep,,yes
images/4103800087-9lxrpr2zubmungfn3693rpub2ecf__p001.png,4103800087_9lxrpr2zubmungfn3693rpub2ecf.pdf,1,pdf,1654,2339,0,0.921,no,0.000,no,no,4241.282,246.826,32.937,-0.000,0.760,no,no,accepted,,58ab6685454e6576050efae739a734b5f79795eb9189ebfb215a0f410819ce3a,0.051916,,keep,,yes
images/4103800087-9lxrpr2zubmungfn3693rpub2ecf__p002.png,4103800087_9lxrpr2zubmungfn3693rpub2ecf.pdf,2,pdf,1654,2339,0,0.915,no,0.000,no,no,1789.360,251.809,19.922,-0.250,0.542,no,yes,review,contrast_enhanced;overexposed,a8f6f971da84e3955ecb54d4bdafe48331a9adc7ccec4a755974a86e3303666a,0.022025,,review,,yes
images/4103800088-05tjqwhkfm28efswltnxbbo7t9a7__p001.png,4103800088_05tjqwhkfm28efswltnxbbo7t9a7.pdf,1,pdf,1654,2339,0,0.922,no,0.000,no,no,4239.307,246.832,32.933,-0.000,0.767,no,no,accepted,,d5812c6936a637a69984ef19e1214931efb274e5f3dfe33e08f66b1450c432b5,0.051889,,keep,,yes
images/4103800088-05tjqwhkfm28efswltnxbbo7t9a7__p002.png,4103800088_05tjqwhkfm28efswltnxbbo7t9a7.pdf,2,pdf,1654,2339,0,0.910,no,0.000,no,no,1808.271,251.772,20.055,-0.250,0.535,no,yes,review,contrast_enhanced;overexposed,c47875b7f8e40e4a588957ef159fab7c803a307c3bd75e5818f2e2d63f9bc752,0.022266,,review,,yes
images/4103800089-x3hkri1mgz3a2b7n8t4oyc3qjwa1__p001.png,4103800089_x3hkri1mgz3a2b7n8t4oyc3qjwa1.pdf,1,pdf,1654,2339,0,0.921,no,0.000,no,no,4239.312,246.836,32.933,-0.000,0.764,no,no,accepted,,7bfe1ae4a080c396c88d7fbad085b3523635c8c5e618592faf83219372a68d35,0.051868,,keep,,yes
images/4103800089-x3hkri1mgz3a2b7n8t4oyc3qjwa1__p002.png,4103800089_x3hkri1mgz3a2b7n8t4oyc3qjwa1.pdf,2,pdf,1654,2339,0,0.911,no,0.000,no,no,1790.204,251.806,19.930,-0.250,0.539,no,yes,review,contrast_enhanced;overexposed,73b773a72089d1fa61819f937878452477343c451f37e1e8c4556a02247552ad,0.022041,,review,,yes
images/4103800092-n130l2hlaxzn594iukk8ibgokbd5__p001.png,4103800092_n130l2hlaxzn594iukk8ibgokbd5.pdf,1,pdf,1654,2338,0,0.924,no,0.000,no,no,3619.756,243.884,32.404,-0.000,0.734,no,no,accepted,,7fdc96a958814215fd22f8daaffb3d29d6ae5f8dd74777b92b718caf241be941,0.131072,,keep,,yes
images/4103800095-qdaz6b5l45mustvt1tqsufjlzgym__p001.png,4103800095_qdaz6b5l45mustvt1tqsufjlzgym.pdf,1,pdf,1654,2339,0,0.925,no,0.000,no,no,4745.875,245.945,35.003,-0.000,0.820,no,no,accepted,,ef18b77c16fa8996bf8983951ab4d50ec41449f84a4f2894236d79ff77509523,0.057778,,keep,,yes
images/4103800097-ib7n5w30k6qp0bzxhnrwuqwrbhjd__p001.png,4103800097_ib7n5w30k6qp0bzxhnrwuqwrbhjd.pdf,1,pdf,1654,2338,0,0.905,no,0.000,no,no,4542.889,245.786,36.704,-0.000,0.708,no,no,accepted,,ae9a4dc80d2ce21f6e9760244064c4a8de9dda0f75301e477b73d69fadd10f20,0.052969,,keep,,yes
images/4103800098-038ju7b7c0qr5fuf8hlpx8j0s5jk__p001.png,4103800098_038ju7b7c0qr5fuf8hlpx8j0s5jk.pdf,1,pdf,1653,2339,0,0.924,no,0.000,no,no,3748.196,241.635,37.555,-0.000,0.745,no,no,accepted,,eda898dcd84c7785cf485ddc53fa1884b25cc9ec7d67fcc147a0c0378aa0a847,0.155138,,keep,,yes
images/4103800098-038ju7b7c0qr5fuf8hlpx8j0s5jk__p002.png,4103800098_038ju7b7c0qr5fuf8hlpx8j0s5jk.pdf,2,pdf,1653,2339,0,0.923,no,0.000,no,no,5645.870,235.227,34.785,-0.000,1.000,no,no,accepted,,c89b9ed5412c5f379fd3d400e5a50d879081a37addce26c58d47621725666434,0.176869,,keep,,yes
images/4103800098-038ju7b7c0qr5fuf8hlpx8j0s5jk__p003.png,4103800098_038ju7b7c0qr5fuf8hlpx8j0s5jk.pdf,3,pdf,1653,2339,0,0.924,no,0.000,no,no,4356.477,236.504,43.650,-0.000,0.876,no,no,accepted,,2626e76d4f2c8cab8c52da2544523893564451f011c6689b6b762b1a586346cf,0.186723,,keep,,yes
images/4103800098-038ju7b7c0qr5fuf8hlpx8j0s5jk__p004.png,4103800098_038ju7b7c0qr5fuf8hlpx8j0s5jk.pdf,4,pdf,1653,2339,0,0.256,no,0.000,no,no,0.000,255.000,0.000,0.000,0.000,no,yes,review,contrast_enhanced;blurry;overexposed,f1fa61989e6572bc441ba1607d58f31e5ce60845c27af6f53aad2aa7ba1b694a,0.000000,dup_007,review,exact_duplicate;low_content,yes
images/4103800098-038ju7b7c0qr5fuf8hlpx8j0s5jk__p005.png,4103800098_038ju7b7c0qr5fuf8hlpx8j0s5jk.pdf,5,pdf,1653,2339,0,0.844,no,0.000,no,no,2812.219,244.224,35.880,-0.000,0.797,no,no,accepted,,1d4369d10df99b1d457bf7bf47fcb3bd4d98686e3f57b316b4036cc520ecbe68,0.119404,,keep,,yes
images/4103800099-cw2cnmb304xeozo4aylhe57bmt0w__p001.png,4103800099_cw2cnmb304xeozo4aylhe57bmt0w.pdf,1,pdf,1654,2338,0,0.921,no,0.000,no,no,5419.144,244.483,39.143,-0.000,0.715,no,no,accepted,,8201e3d123ddc9a1a35a7c08b342db6c485f39e58e5cb0b49f5b4ccdd638f8b1,0.060010,,keep,,yes
images/4103800099-cw2cnmb304xeozo4aylhe57bmt0w__p002.png,4103800099_cw2cnmb304xeozo4aylhe57bmt0w.pdf,2,pdf,1653,2339,0,0.517,no,0.000,no,no,1947.275,248.294,27.485,-0.250,1.000,no,no,accepted,,88da935f7898dc30c66e04903f62ef9303aa222cb51c6e30c75b8f7ee4b56f27,0.060204,,keep,,yes
images/4103800100-4hxfe2wcin27cif3vfyfvhebvgwm__p001.png,4103800100_4hxfe2wcin27cif3vfyfvhebvgwm.pdf,1,pdf,1654,2338,0,0.924,no,0.000,no,no,6204.301,236.033,42.346,0.250,0.820,no,no,accepted,,6c80984ed047f72657c84010424ecd994228e81f924ef5caaf4e28b4bf0ddea3,0.219426,,keep,,yes
images/4103800100-4hxfe2wcin27cif3vfyfvhebvgwm__p002.png,4103800100_4hxfe2wcin27cif3vfyfvhebvgwm.pdf,2,pdf,1654,2338,0,0.927,no,0.000,no,no,3717.366,240.216,36.338,0.250,0.738,no,no,accepted,,9dd0aec32f657dbe18dd2bb56ba5bb066dc699363ea9ff6baa289314364e4829,0.190631,,keep,,yes
images/4103800101-otyapb1uak4oalr76544vf6x5m1g__p001.png,4103800101_otyapb1uak4oalr76544vf6x5m1g.pdf,1,pdf,1654,2339,0,0.925,no,0.000,no,no,4774.043,245.917,35.043,-0.000,0.809,no,no,accepted,,0a392ae5e6b06179ddff3880e437af5d66258ef0efd4c84f9ed7858aae0fec39,0.057950,,keep,,yes
images/4107140591-e5lx2v06iuyi5zz1cfuowvsjn2iy__p001.png,4107140591_e5lx2v06iuyi5zz1cfuowvsjn2iy.pdf,1,pdf,1654,2338,0,0.896,no,0.000,no,no,3809.744,243.262,34.895,0.250,0.647,no,no,accepted,,7f141a8aefa7c65961bca443d156801194673a502650f0ffa56146fa28359b53,0.112271,,keep,,yes
images/4107140593-npbl33f9stn3n2nz7qtduk3d0i00__p001.png,4107140593_npbl33f9stn3n2nz7qtduk3d0i00.pdf,1,pdf,1654,2339,0,0.925,no,0.000,no,no,3180.297,244.897,35.164,-0.000,0.633,no,no,accepted,,3fea829ff3c9931aec380954b07bb8ee27d3c0bde1118c05d80108edb2d83000,0.074980,,keep,,yes
images/4107140593-npbl33f9stn3n2nz7qtduk3d0i00__p002.png,4107140593_npbl33f9stn3n2nz7qtduk3d0i00.pdf,2,pdf,1654,2339,0,0.256,no,0.000,no,no,911.543,253.233,14.948,-0.000,0.614,no,yes,review,contrast_enhanced;overexposed,a8aa1c9cce24cc2d466a95b2afccc0b9f33538f6499badb669617f1e2b4e25c3,0.013714,,review,,yes
images/4107140594-87ps3vkwjvnw5h6ly9kudy2yvy2h__p001.png,4107140594_87ps3vkwjvnw5h6ly9kudy2yvy2h.pdf,1,pdf,1654,2339,0,0.899,no,0.000,no,no,4666.357,244.814,40.295,-0.000,0.756,no,no,accepted,,ca5e36e3b78d92d7442e55c846c577218c8e0f3c7913e79393615eddd0de5613,0.056589,,keep,,yes
images/4108725488-83drtka2hutjpmybf2v17pjz2tgd__p001.png,4108725488_83drtka2hutjpmybf2v17pjz2tgd.pdf,1,pdf,1662,2342,0,0.928,no,0.000,no,no,1848.996,245.258,35.675,-0.000,0.633,no,no,accepted,,ec804894f772ffedc9e2f06d416735a542390f34712e3b38c428070455f80357,0.241598,,keep,,yes
images/4109373162-9wr5axel4v1v9hmq0vik9k3dar8e__p001.png,4109373162_9wr5axel4v1v9hmq0vik9k3dar8e.pdf,1,pdf,1654,2339,0,0.924,no,0.000,no,no,4566.951,243.717,35.416,-0.000,0.685,no,no,accepted,,6a41402dac652c9354633e511bc31905366e37cf845db502297a4c436ad105a0,0.100037,,keep,,yes
images/4109373169-y37yixdp533e6ylrgunjtuozuy71__p001.png,4109373169_y37yixdp533e6ylrgunjtuozuy71.pdf,1,pdf,1654,2339,0,0.922,no,0.000,no,no,5811.556,241.779,38.119,-0.000,0.685,no,no,accepted,,e3c6a1f6806d2210ca2677924a6cae39b871a3de45b5c7c995bad7579cfcc871,0.112260,,keep,,yes
images/4109373172-tvmun6ud6xr12w5eahzb4iutan8n__p001.png,4109373172_tvmun6ud6xr12w5eahzb4iutan8n.pdf,1,pdf,1654,2339,0,0.920,no,0.000,no,no,5444.835,242.157,38.024,-0.000,0.659,no,no,accepted,,547fae170b1adaf9a25843cb1aaf959302c27baaf9b79c535e0f5404aec1f06d,0.110217,,keep,,yes
images/4109373172-tvmun6ud6xr12w5eahzb4iutan8n__p002.png,4109373172_tvmun6ud6xr12w5eahzb4iutan8n.pdf,2,pdf,1654,2339,0,0.926,no,0.000,no,no,3656.047,245.234,32.464,-0.250,0.659,no,no,accepted,,3fe079294927ee350f9202302d27d0606af1e7f5324d9f9baf65ecb8664f5e5a,0.091513,,keep,,yes
images/4109373233-7w33uvw2cor5doc5ac5kwmtyu5lj__p001.png,4109373233_7w33uvw2cor5doc5ac5kwmtyu5lj.pdf,1,pdf,1654,2339,0,0.924,no,0.000,no,no,5578.046,241.711,38.405,-0.000,0.685,no,no,accepted,,174f1c2c8097fbd050f4f97cf545201e6ae6bfa02abe4c26328a722583ef0303,0.113611,,keep,,yes
images/4109455129-12s6tlpuy2in2dxh8saa54vtlbci__p001.png,4109455129_12s6tlpuy2in2dxh8saa54vtlbci.pdf,1,pdf,1654,2339,0,0.926,no,0.000,no,no,2848.781,248.680,31.124,-0.250,0.561,no,no,accepted,,ddbf197eb2e6c539d087c26cd370ec5a44751f4af57d2e76aa02bcae05213d50,0.041883,,keep,,yes
images/4109455141-ft1wfy1b8e3c5assbwrj1ekapsvg__p001.png,4109455141_ft1wfy1b8e3c5assbwrj1ekapsvg.pdf,1,pdf,1654,2339,0,0.926,no,0.000,no,no,2851.087,248.684,31.111,-0.250,0.565,no,no,accepted,,530c2e1b7a9ae78d3ffd7fbb5dc70b544e651fc017055879bd949a0b27aeb0d4,0.041864,,keep,,yes
images/4109455159-123f5v3sxv5ltrvi8jbyxq7tsak8__p001.png,4109455159_123f5v3sxv5ltrvi8jbyxq7tsak8.pdf,1,pdf,1654,2339,0,0.926,no,0.000,no,no,3227.629,248.243,32.034,-0.750,0.584,no,no,review,skew_uncertain,1da63193f2daf239273902c79ef27bc2a788cb1285c8e4aa27b9c32afdcf787e,0.044540,,review,,yes
images/4109455170-0xnmwgmj0ngm018hbilh6ve4pqlu__p001.png,4109455170_0xnmwgmj0ngm018hbilh6ve4pqlu.pdf,1,pdf,1654,2339,0,0.927,no,0.000,no,no,2938.780,248.553,31.439,-0.250,0.580,no,no,accepted,,a80b1952bd9bac6cc9782d47ef69ead1b20a4b73678981bf32115ad91cf9483d,0.042578,,keep,,yes
images/4109455339-s4urgjxbjpm7n7n048zikm4fil8n__p001.png,4109455339_s4urgjxbjpm7n7n048zikm4fil8n.pdf,1,pdf,1654,2339,0,0.928,no,0.000,no,no,2933.014,248.554,31.420,-0.250,0.576,no,no,accepted,,08700998c352c61e11b0d822374ec1f5402670091d72a30dd3a3dfbc498d99b3,0.042584,,keep,,yes
images/4109455342-n3l2bvj8fwvepnd65c65gpwpg9tx__p001.png,4109455342_n3l2bvj8fwvepnd65c65gpwpg9tx.pdf,1,pdf,1654,2339,0,0.927,no,0.000,no,no,2822.377,248.737,30.964,-0.250,0.554,no,no,accepted,,0d33b9bc711c6c737454c159fae7906fc4e50633d5d0ad9ab1c58e4d5d5511f5,0.041590,,keep,,yes
images/4109455345-hwlxy1w0v5d68aq7u7diaawdmjdp__p001.png,4109455345_hwlxy1w0v5d68aq7u7diaawdmjdp.pdf,1,pdf,1654,2339,0,0.927,no,0.000,no,no,2868.614,248.670,31.164,-0.250,0.565,no,no,accepted,,1f6bb8a25633e7beed10b1b27aa3c3d21d66f524d75c20b1cfa43309d98a9382,0.041937,,keep,,yes
images/4109455347-884th0jyf7k0l2gzgqeunefqufi9__p001.png,4109455347_884th0jyf7k0l2gzgqeunefqufi9.pdf,1,pdf,1654,2339,0,0.924,no,0.000,no,no,2946.810,248.543,31.426,-0.250,0.591,no,no,accepted,,2ab1c292be3a9f7a179bc2a01fe7d3d2362d5e7f7e5e59258929d98ceb7264e1,0.042659,,keep,,yes
images/4109455405-qwf8atx3k9cox597itfrh3mxen2b__p001.png,4109455405_qwf8atx3k9cox597itfrh3mxen2b.pdf,1,pdf,1654,2339,0,0.924,no,0.000,no,no,2894.536,248.624,31.270,-0.250,0.561,no,no,accepted,,b4686817057c7117f6eb3623d1371f86228261e341911445d46097357ac907a1,0.042185,,keep,,yes
images/4109455414-ni1ggp6cywoi6dqtvybpftcu026f__p001.png,4109455414_ni1ggp6cywoi6dqtvybpftcu026f.pdf,1,pdf,1654,2339,0,0.927,no,0.000,no,no,2912.943,248.598,31.322,-0.250,0.561,no,no,accepted,,dee748e6564c1e062c93fa742f02b6d73e8669e8d6087f10b0de73628af60559,0.042317,,keep,,yes
images/4109455420-bvgw6l4jozjpubhqne3bf2vq0to0__p001.png,4109455420_bvgw6l4jozjpubhqne3bf2vq0to0.pdf,1,pdf,1654,2339,0,0.928,no,0.000,no,no,2864.912,248.671,31.159,-0.250,0.565,no,no,accepted,,65a4fe54867249b38d0196caf215a308d57bd4b5736905788e65ec43e3de5d6d,0.041934,,keep,,yes
images/4109455430-aehvozf8wbt58a1dg2gkyatwcq6t__p001.png,4109455430_aehvozf8wbt58a1dg2gkyatwcq6t.pdf,1,pdf,1654,2339,0,0.924,no,0.000,no,no,2923.867,248.558,31.402,-0.250,0.569,no,no,accepted,,a425e8e0ab2b234348f17f5a0c96e45b3e6fa1d6e6d35375c7f4ad48b2dcfcde,0.042566,,keep,,yes
images/4109455463-vuuzh5u22cn4053f8ti5ng6h6k36__p001.png,4109455463_vuuzh5u22cn4053f8ti5ng6h6k36.pdf,1,pdf,1654,2339,0,0.928,no,0.000,no,no,2886.496,248.629,31.257,-0.250,0.569,no,no,accepted,,35a885653fe277f909112ca809bf31fe5ddc43a9e10e82842d9485366ee4cc80,0.042151,,keep,,yes
images/4109455494-wxp870blmrcuph2cbhvlkqcniizf__p001.png,4109455494_wxp870blmrcuph2cbhvlkqcniizf.pdf,1,pdf,1654,2339,0,0.927,no,0.000,no,no,2891.175,248.621,31.275,-0.250,0.565,no,no,accepted,,1dbfb66a142759ff5dd56cdb546a97558640cefb318574ff066b44f6b06b08b9,0.042203,,keep,,yes
images/4109455566-sp425ql9gqbozf2iiofkdf7xjk5x__p001.png,4109455566_sp425ql9gqbozf2iiofkdf7xjk5x.pdf,1,pdf,1654,2339,0,0.925,no,0.000,no,no,2946.781,248.539,31.440,-0.250,0.580,no,no,accepted,,6c89fb198d7b26b3bf82329aeb205766c88b82acf32d41d7721ef3ea38069991,0.042681,,keep,,yes
images/4109455612-f2oqeybo4id4jj2jnnlxxwxc9oge__p001.png,4109455612_f2oqeybo4id4jj2jnnlxxwxc9oge.pdf,1,pdf,1654,2339,0,0.926,no,0.000,no,no,2926.288,248.569,31.387,-0.250,0.591,no,no,accepted,,57889e9756addd002c09142172affc7802c24ccdcd1d906734bbb3684078cec7,0.042494,,keep,,yes
images/4109455613-8s5svj6cb9xsm0vk8y5yibu6mqy7__p001.png,4109455613_8s5svj6cb9xsm0vk8y5yibu6mqy7.pdf,1,pdf,1654,2339,0,0.926,no,0.000,no,no,2928.375,248.578,31.361,-0.250,0.573,no,no,accepted,,808221e85798ffeb7b0ed84f28d62b16553b623b7f840f72d0b8288ccdbe8edf,0.042455,,keep,,yes
images/4110786103-d30z43xvm2s6g62ly2s6er3z3uip__p001.png,4110786103_d30z43xvm2s6g62ly2s6er3z3uip.pdf,1,pdf,1655,2340,0,0.922,no,0.000,no,no,4597.614,241.642,38.955,-0.000,0.741,no,no,accepted,,9681a3306073cc5ba61659a38a7859cfc27b5703b1198d716e32c9fed3da3a27,0.200299,,keep,,yes
images/4111374319-i6166jgq1zeefvgtvoxa3px9jp0y__p001.png,4111374319_i6166jgq1zeefvgtvoxa3px9jp0y.pdf,1,pdf,2339,1654,0,0.864,no,0.000,no,no,4254.408,244.790,31.281,-0.250,0.644,no,no,accepted,,2b65133dec547afda070bcaffcce3c8cfdfb67979ab7fedc0a9934fa62d76dc8,0.138715,,keep,,yes
images/4111374320-5p9iabvd42fytp9z4f12i2jiogf7__p001.png,4111374320_5p9iabvd42fytp9z4f12i2jiogf7.pdf,1,pdf,2339,1654,0,0.853,no,0.000,no,no,7704.702,238.573,39.364,-0.000,0.824,no,no,accepted,,de1714ead068f130f2a428fbcc055b089aacca4946a692968ef9827d602e4aa5,0.190820,,keep,,yes
images/4111374320-5p9iabvd42fytp9z4f12i2jiogf7__p002.png,4111374320_5p9iabvd42fytp9z4f12i2jiogf7.pdf,2,pdf,2339,1654,0,0.911,no,0.000,no,no,6193.356,240.726,37.237,-0.000,0.790,no,no,accepted,,fe872188dbb8a237b094eb6d216183d9c61a16a7f73ca169191ecbfa12c4d2dd,0.177813,,keep,,yes
images/4111374323-9qolhp6mta7rsil1zq71iqho71jm__p001.png,4111374323_9qolhp6mta7rsil1zq71iqho71jm.pdf,1,pdf,1654,2339,0,0.929,no,0.000,no,no,3523.861,245.034,32.540,-0.000,0.835,no,no,accepted,,6afa18957169cf4c020c3375a13422afa2dbea36875d43a91a7fdc1c0380b129,0.082884,,keep,,yes
images/4111374325-kqn363fwjgf089wk9rfhwq7atk4z__p001.png,4111374325_kqn363fwjgf089wk9rfhwq7atk4z.pdf,1,pdf,1656,2342,0,0.928,no,0.000,no,no,1906.207,246.867,26.853,-0.000,0.831,no,no,accepted,,417d4be059b1f4a02743824ca3fc2dbb449ec34b533f8a0a6108be7c0c07822d,0.054234,,keep,,yes
images/4111374325-kqn363fwjgf089wk9rfhwq7atk4z__p002.png,4111374325_kqn363fwjgf089wk9rfhwq7atk4z.pdf,2,pdf,1656,2342,0,0.922,no,0.000,no,no,2051.960,234.828,57.796,-0.000,0.861,no,no,accepted,,9418c05e15f90e6ee34bf92784b223e3c281ad840ef03723f70b6e4e4e0126eb,0.114962,,keep,,yes
images/4111374325-kqn363fwjgf089wk9rfhwq7atk4z__p003.png,4111374325_kqn363fwjgf089wk9rfhwq7atk4z.pdf,3,pdf,1656,2342,0,0.927,no,0.598,no,no,1509.759,237.643,51.334,-0.000,0.816,no,no,review,document_contour_uncertain,4eb225abc9f6b354899899eba02c1cc40a396a25dbdba2cfd7abc99710bcfd9d,0.112297,,review,,yes
images/4111374325-kqn363fwjgf089wk9rfhwq7atk4z__p004.png,4111374325_kqn363fwjgf089wk9rfhwq7atk4z.pdf,4,pdf,1656,2342,0,0.927,no,0.000,no,no,2853.450,247.818,30.000,-0.000,0.824,no,no,accepted,,5e84ad2e6ff031e7a0b45d9f866b817ca6c88f38346d5a5f64717f055159dac0,0.056590,,keep,,yes
images/4111528053-7fv9at9466sqlt05cd648r1noly8__p001.png,4111528053_7fv9at9466sqlt05cd648r1noly8.pdf,1,pdf,1654,2339,0,0.912,no,0.000,no,no,6946.786,235.608,55.057,-0.000,0.779,no,no,accepted,,73ee45b2724cec9ebe7afe016ffea92c36203cb36f054db3e6975b9f7428c738,0.169933,,keep,,yes
images/4112869055-9hpnw2eo22vf472wv4s6u40k3n2m__p001.png,4112869055_9hpnw2eo22vf472wv4s6u40k3n2m.pdf,1,pdf,1654,2339,0,0.927,no,0.000,no,no,1817.207,251.451,22.417,-0.000,0.726,no,no,review,overexposed,63b7c8887ca424a13a954c1b84332fbed8277c60e65bdeceb2a067a0cb235014,0.020703,,review,,yes
images/4117055966-7kzce7kgw60wn8zn9dnwxqw8apt7__p001.png,4117055966_7kzce7kgw60wn8zn9dnwxqw8apt7.pdf,1,pdf,1653,2339,0,0.925,no,0.000,no,no,3307.409,244.492,39.515,-0.000,0.599,no,no,accepted,,2ceb9bcc976cb0fb1f91cba9798aea661d68f87277afd81afbaa78e43768c43e,0.152753,,keep,,yes
images/4117055991-i3fcs7mxzi3b8j68p6ddwal1fbsx__p001.png,4117055991_i3fcs7mxzi3b8j68p6ddwal1fbsx.pdf,1,pdf,1653,2339,0,0.919,no,0.000,no,no,5654.725,237.316,42.140,-0.000,0.794,no,no,accepted,,1cbd3f2a57881f1ea5dd613407da06d805b92c95af5312ebae50a76e88a43c88,0.278509,,keep,,yes
